id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
9711973,09012621115000261000000000U9,CEM SUR ESPECIALIDADES GUADALUPE,ALEJANDRO ESPINOSA SCHOELLY SA DE CV,621115,Clínicas de consultorios médicos del sector privado,0 a 5 personas,CALZADA,GUADALUPE,OTRO(ESPECIFIQUE),NINGUNO,CALLE,HACIENDA DE METEPEC,CALLE,HACIENDA EL MOLINO DE FLORES,87.0,,,,,,COLONIA,PRADO COAPA 2A SECC,,,,14357.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,229,16,5554041960.0,,,Fijo,19.29971436,-99.1347135,2024-11
1008698,09012621211003752000000000U1,CENTRO COMUNITARIO,GRUPO SOLIDARIO DE TRABAJO DE MOVIMIENTO POPULAR DE LOS PUEBLOS Y COLONIAS DEL SUR PARA EL MEJORAMIENTO DE LA VIVIENDA AC,621116,Clínicas de consultorios médicos del sector público,0 a 5 personas,CALLE,LAUREL,CALLE,ENSEÑANZA,CALLE,NIÑOS HEROES,CALLE,VIOLETA,140.0,,,,,,PUEBLO,SAN PEDRO MARTIR,,,,14650.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1176,9,,MOVIPPCS@HOTMAIL.COM,,Fijo,19.2663025,-99.16671469,2010-07
1056371,09012624411000431000000000U8,CENTRO COMUNITARIO,COMUNIDAD DE SAN MIGUEL AJUSCO AC,621112,Consultorios de medicina general del sector público,6 a 10 personas,CALLE,MARIANO ESCOBEDO,CALLE,GENERAL PEDRO MARIA ANAYA,CALLE,MARIANO MATAMOROS,CALLE,NARCISO MENDOZA,0.0,SN,,,,,COLONIA,SAN MIGUEL AJUSCO,,,,14700.0,9,Ciudad de México,12,Tlalpan,26,San Miguel Ajusco                                                                                             ,1674,11,5534005311.0,,,Fijo,19.22558453,-99.20085223,2010-07
7594696,09012621111004781000000000U1,CENTRO COMUNITARIO MEDICINA GENERAL,GABRIELA ZAPPETT BOLAÑOS MENDEZ ,621112,Consultorios de medicina general del sector público,0 a 5 personas,CALLE,LAUREL,CALLE,ENSEÑANZA,CALLE,NIÑOS HEROES,CALLE,VIOLETA,140.0,,,,,,PUEBLO,SAN PEDRO MARTIR,,,,14650.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1176,9,,,,Fijo,19.2663025,-99.16671469,2019-11
850579,09012621112000081000000000U8,CENTRO DE SALUD,CENTRO DE SALUD ,621116,Clínicas de consultorios médicos del sector público,0 a 5 personas,CALLE,XITLE,CALLE,AKIL,CALLE,IZAMAL,CALLE,XITLE,0.0,SN,,,,SN,COLONIA,MIRADOR II,,,,14748.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1477,39,,,,Fijo,19.27128589,-99.22338809,2010-07
855998,09012621112000203001000000U8,CENTRO DE SALUD,CENTRO DE SALUD GOBIERNO DEL DISTRITO FEDERAL ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,ADOLFO RUIZ CORTINES,CALLE,NINGUNO,CALLE,FRANCISCO I. MADERO,CALLE,BENJAMIN ORVAÑANOS,0.0,SN,,,,,COLONIA,AMPLIACION MIGUEL HIDALGO,,,,14250.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,2189,16,,,WWW.SALUD.CDMX.GOB.MX,Fijo,19.28527359,-99.20777252,2010-07
851713,09012621112000151000061107S9,CENTRO DE SALUD BOSQUES DEL PEDREGAL,GOBIERNO DE LA CIUDAD DE MEXICO ,621112,Consultorios de medicina general del sector público,11 a 30 personas,CALLE,ALAMOS,CALLE,FERROCARRIL DE CUERNAVACA,CALLE,ENCINOS,CALLE,FRESNO,0.0,SN,,,44.0,MZ 987 LT 44,COLONIA,PEDREGAL DE SAN NICOLAS,,,,14100.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1496,25,,,,Fijo,19.27378649,-99.23699147,2010-07
1056483,09012621112000224000000000U4,CENTRO DE SALUD COMUNITARIO TII SAN MIGUEL TOPILEJO,SECRETARIA DE SALUD DEL GOBIERNO DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,11 a 30 personas,CALLE,LAS CRUCES,CERRADA,DURAZNO,CALLE,VICENTE GUERRERO,CALLE,CAMINO AL CALVARIO,0.0,SN,,,,,PUEBLO,SAN MIGUEL TOPILEJO,,,,14500.0,9,Ciudad de México,12,Tlalpan,27,San Miguel Topilejo                                                                                           ,1778,1,,,,Fijo,19.20328311,-99.14685079,2010-07
1010748,09012621112000255000000000U8,CENTRO DE SALUD DOCTOR DAVID FRAGOSO LIZALDE,CENTRO DE SALUD GOBIERNO DEL DDF ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,DOCTOR DAVID FRAGOSO,CERRADA,NINGUNO,CERRADA,NINGUNO,CERRADA,NINGUNO,0.0,SN,,,,,PUEBLO,SAN PEDRO MARTIR,,,,14650.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,2263,25,,,,Fijo,19.26556522,-99.16109302,2010-07
1053739,09012621112000245000000000U9,CENTRO DE SALUD DOCTOR GERARDO VARELA MARISCA,SERVICIOS DE SALUD PUBLICA DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,MARIANO MATAMOROS,CALLE,IGNACIO ALLENDE,CALLE,PEDRO DE LA ALQUICIRA,CALLE,MELCHOR OCAMPO,0.0,SN,,,0.0,,PUEBLO,SANTO TOMAS AJUSCO,,,,14710.0,9,Ciudad de México,12,Tlalpan,26,San Miguel Ajusco                                                                                             ,1532,21,,,,Fijo,19.22088053,-99.20422743,2010-07
858440,09012621112000265000000000U7,CENTRO DE SALUD DOCTOR JOSE CASTRO VILLAGRANA,SERVICIOS DE SALUD PUBLICA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,101 a 250 personas,CALLE,CARRASCO,CALLE,COAPA,CALLE,CUAUHTEMOC,CALLE,MOCTEZUMA,0.0,SN,,,,,COLONIA,TORIELLO GUERRA,,,,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,394,4,,CSJOSECASTRO.VILLAGRANA@SERSALUD.CDMX.GOB.MX,,Fijo,19.29325692,-99.16662186,2010-07
848757,09012621399000051000000000U4,CENTRO DE SALUD LOMAS DE PADIERNA,GOBIERNO DF SEC DE SALUD ,621116,Clínicas de consultorios médicos del sector público,31 a 50 personas,CALLE,IZAMAL,CALLE,ACANCEH,CALLE,CHEMAX,CALLE,AKIL,,SN,,,,,COLONIA,LOMAS DE PADIERNA,,,,14240.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,337,15,,,,Fijo,19.29124297,-99.22300872,2010-07
1019770,09012621112000171001000000U7,CENTRO DE SALUD MAGDALENA PETLACALCO,CENTRO DE SALUD MAGDALENA PETLACALCO ,621116,Clínicas de consultorios médicos del sector público,0 a 5 personas,CALLE,BENITO JUAREZ,CALLE,ZARAGOZA,CALLE,BENITO JUAREZ,AVENIDA,MEXICO,0.0,SN,,,,,PUEBLO,MAGDALENA PETLACALCO,,,,14480.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1602,43,,,,Fijo,19.23371174,-99.18019001,2010-07
848086,09012622112000251011000000U6,CENTRO DE SALUD PEDREGAL DE SAN NICOLAS SUR,,621116,Clínicas de consultorios médicos del sector público,6 a 10 personas,CALLE,HOMUN,CALLE,FERROCARRIL DE CUERNAVACA,CALLE,SISAL,CALLE,FERROCARRIL DE CUERNAVACA,0.0,SN,,,13.0,MZ 860 LT 13,COLONIA,PEDREGAL DE SAN NICOLAS 4 SECCION,,,,14100.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,784,23,,,,Fijo,19.28343609,-99.23776065,2010-07
849407,09012622112000031011000000U2,CENTRO DE SALUD T 1 PEDREGAL DE SAN NICOLAS NORTE,SECRETARIA DE SALUD DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,6 a 10 personas,CALLE,ACANCEH,CALLE,SISAL,AVENIDA,MANI,CALLE,TIZIMIN,1.0,MZ 132 LT 1,,,0.0,,COLONIA,PEDREGAL DE SAN NICOLAS,,,,14100.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,500,9,,,,Fijo,19.28927798,-99.23821467,2010-07
1005285,09012622112000084010000000U1,CENTRO DE SALUD T 3 PEDREGAL DE LAS AGUILAS,SECRETARIA DE SALUD PUBLICA DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,MIXTECOS,CALLE,NAHOAS,CALLE,ZAPOTECAS,AVENIDA,LACANDONES,0.0,SN,,,,,COLONIA,PEDREGAL DE LAS AGUILAS,,,,14439.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1119,13,,CSPEDREGAL@SERSALUD.DF.GOB.MX,,Fijo,19.27220727,-99.1756762,2010-07
849095,09012621112000071001000000U9,CENTRO DE SALUD T II HORTENCIA,SERVICIO DE SALUD PUBLICA DE LA CDMX ,621112,Consultorios de medicina general del sector público,31 a 50 personas,CALLE,SACALUM,CALLE,CACALCHEN,CALLE,CUZAMA,CALLE,POMUCH,9.0,MANZANA 9 LOTE 3,,,0.0,,COLONIA,LOMAS DE PADIERNA,,,,14240.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,318,25,,,,Fijo,19.29720937,-99.22865356,2010-07
856197,09012621112000091001000000U7,CENTRO DE SALUD T1,CENTRO DE SALUD T1 DIF ,621112,Consultorios de medicina general del sector público,11 a 30 personas,CALLE,VENUSTIANO CARRANZA,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,AVENIDA,AVENIDA DE LAS TORRES,CALLE,JESUS LECUONA,0.0,SN,,,,,COLONIA,TERCERA CORREGIDORA,,,,14250.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,888,17,,,,Fijo,19.28466342,-99.19578281,2010-07
6492767,09012622112000213011000000U6,CENTRO DE SALUD T1 EJIDOS DE HUIPULCO,SSA ,621112,Consultorios de medicina general del sector público,11 a 30 personas,CALLE,MARIA AUXILIADORA,CALLE,AVENIDA PROLONGACION CANAL DE MIRAMONTES,CALLE,GADIEZ,CALLE,COLEGIO DE SAN ILDELFONSO,0.0,SN,,,,,COLONIA,EX HACIENDA DE SAN JUAN DE DIOS,,,,14387.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,708,24,5550381700.0,,,Fijo,19.28608783,-99.13384418,2016-01
918815,09012621112000303001000000U6,CENTRO DE SALUD T1 PARRES,SECRETARIA DE SALUD ,621116,Clínicas de consultorios médicos del sector público,6 a 10 personas,AVENIDA,MIGUEL HIDALGO,CERRADA,MANUEL GARRIDO LACROIX,AVENIDA,MORELOS,CALLE,NINGUNO,0.0,SN,,,,,PUEBLO,PARRES EL GUARDA,,,,14900.0,9,Ciudad de México,12,Tlalpan,19,Parres (El Guarda)                                                                                            ,2460,7,,,,Fijo,19.13683516,-99.17503132,2014-12
914480,09012621112000292000061107S1,CENTRO DE SALUD T1 TIERRA Y LIBERTAD,GOBIERNO DE LA CIUDAD DE MEXICO ,621112,Consultorios de medicina general del sector público,6 a 10 personas,CALLE,AHUEHUETES,CALLE,SABINOS,AVENIDA,BOSQUES,CALLE,JACARANDAS,,SN,,,11.0,MZ 14 LT 11,COLONIA,BOSQUES DEL PEDREGAL,,,,14738.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1509,20,,,,Fijo,19.27074014,-99.23788727,2014-12
914749,09012621112000213010000000U7,CENTRO DE SALUD T3 CULTURA MAYA,SERVICIOS DE SALUD PUBLICA DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,IZAMAL,CALLE,TEPAKAN,CALLE,HECELCHAKAN,CALLE,HOPELCHEN,0.0,SN,,,0.0,,COLONIA,CULTURA MAYA,,,,14230.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1443,34,,CSCULTURAMAYA@YAHOO.MX,,Fijo,19.2759457,-99.22184468,2014-12
1017115,09012621112000234001000000U3,CENTRO DE SALUD T-II SAN ANDRES TOTOLTEPEC,GOBIERNO ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,CAMINO REAL AL AJUSCO,CALLE,5 DE MAYO,PRIVADA,NINGUNO,PROLONGACION,5 DE MAYO,0.0,SN,,,,,PUEBLO,SAN ANDRES TOTOLTEPEC,,,,14400.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,159A,17,,,,Fijo,19.24931514,-99.17690331,2010-07
1017099,09012622112000052011061107S8,CENTRO DE SALUD XITLE,GOBIERNO DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,0 a 5 personas,PRIVADA,CERRO XITLE,CALLE,SIERRA J. TLALPUENTE,PRIVADA,CERRO TLALMILLE,CALLE,SIERRA J. TLALPUENTE,0.0,SN,,,,SN,COLONIA,TLALMILLE,,,,14659.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1195,15,,,,Fijo,19.25531607,-99.18274259,2010-07
912267,09012621111002741000000000U7,CIRUGIA GENERAL,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PUENTE DE PIEDRA,PRIVADA,XONTEPEC,CALLE,CUAUHTEMOC,CALLE,MOCTEZUMA,150.0,,TORRE II,PISO 5,524.0,505,COLONIA,TORIELLO GUERRA,,,,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,2,,,,Fijo,19.29617416,-99.16118248,2014-12
912397,09012621111002581000000000U7,CIRUGIA GENERAL,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PUENTE DE PIEDRA,PRIVADA,XONTEPEC,CALLE,CUAUHTEMOC,CALLE,MOCTEZUMA,150.0,TORRE 1,TORRE II,SOTANO 4,424.0,,COLONIA,TORIELLO GUERRA,,,,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,2,,,,Fijo,19.29617416,-99.16118248,2014-12
858314,09012621111002091000000000U7,CIRUGIA GENERAL,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PUENTE DE PIEDRA,PRIVADA,XONTEPEC,CALLE,CUAUHTEMOC,CALLE,MOCTEZUMA,150.0,,TORRE II,PISO 4,409.0,623,COLONIA,TORIELLO GUERRA,,,,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,2,5556653099.0,,,Fijo,19.29617416,-99.16118248,2010-07
1013156,09012621111003382000000000U1,CLI8NICA DE DIOS ESPECIALIDADES MEDICAS MATERNIDAD,,621115,Clínicas de consultorios médicos del sector privado,11 a 30 personas,CALLE,PALMA,CALLE,30 DE NOVIEMBRE,PRIVADA,PRIVADA DE PALMA,CERRADA,TLACOYULCO,,41,,,,,PUEBLO,SAN ANDRES TOTOLTEPEC,,,,14400.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1621,20,5543490979.0,,,Fijo,19.25070222,-99.16896442,2010-07
1005246,09012622311000133000000000U4,CLINICA CAME CENTRO DE ATENCION A LA MUJER,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,ZAPOTECAS,CALLE,NAVAJOS,CALLE,YAQUIS,CALLE,MIXTECOS,126.0,,,,0.0,,COLONIA,PEDREGAL DE LAS AGUILAS,,,,14439.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1119,22,5532387608.0,,,Fijo,19.27295382,-99.17413406,2010-07
9304880,09012622111000151000000000U2,CLINICA DE ESPECIALIDADES MEDICAS DEL SUR,CLINICA DE ESPECIALIDADES MEDICAS DEL SUR SC,622111,Hospitales generales del sector privado,31 a 50 personas,CALLE,EL BORDO,CALZADA,ACOXPA,OTRO(ESPECIFIQUE),ÁREA VERDE,RETORNO,1 DE ACOXPA,20.0,,,,,,COLONIA,COAPA,,,,14370.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,045A,26,,CONTABILIDAD@HOSPITALTLALPAN.COM,WWW.HOSPITALTLALPAN.COM,Fijo,19.29904314,-99.14306486,2020-11
858929,09012621115000021000000000U7,CLINICA DE ESTUDIOS Y ESPECIALIDADES ONCOLOGICAS,CLINICA DE ESTUDIOS Y ESPECIALIDADES ONCOLOGICAS SA DE CV,621115,Clínicas de consultorios médicos del sector privado,0 a 5 personas,CALLE,5 DE MAYO,CALLE,ARENAL,CALLE,NARANJATITLA,CALLE,NARANJATITLA,54.0,,,,,,COLONIA,TLALPAN CENTRO,,,,14000.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,943,11,,ESPECIALIDADES_ONCOLOGICAS@HOTMAIL.COM,,Fijo,19.28591602,-99.17421003,2014-12
859098,09012622112000095010000000U7,CLINICA DE MEDICINA FAMILIAR TLALPAN,CLINICA DE MEDICINA FAMILIAR TLALPAN ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,GUADALUPE VICTORIA,CALLE,BENITO JUAREZ,CALLE,CONGRESO,CALLE,TRIUNFO DE LA LIBERTAD,2.0,,,,0.0,,COLONIA,TLALPAN CENTRO,,,,14000.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,958,1,5551409617.0,,,Fijo,19.28825805,-99.16886416,2010-07
855564,09012622112000105010000000U4,CLINICA DE MEDICINA FAMILIAR UNIDAD FUENTES BROTANTES INSTITUTO DE SEGURIDAD Y SSERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,INSTITUTO DE SEGURIDAD Y SSERVICIOS SOCIALES DE LOS TRABAJADOREA DEL ESTADO ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,AVENIDA MIGUEL HIDALGO,PRIVADA,CANTERA,CALLE,AVENIDA FUENTES BROTANTES,CALLE,CAMINO A LA CANTERA,,SN,,,,,COLONIA,FUENTES BROTANTES,,,,14410.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,2085,38,,CLIFUENTESBROTANTES@ISSSTE.GOB.MX,WWW.DISPOSITIVOSMEDICOSPLM.COM,Fijo,19.28095329,-99.18556819,2014-12
849743,09012622111000042001000000U1,CLINICA DEL CRISTO DEL PEDREGAL,CLINICA DEL CRISTO DEL PEDREGAL SC,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CANSAHCAB,CALLE,SINANCHE,CALLE,POPOLNA,CALLE,SUDZAL,219.0,,,,0.0,,COLONIA,PEDREGAL DE SAN NICOLAS 1RA SECCION,,,,14100.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,052A,9,,CLICADELCRISTO@HOTMAIL.COM,,Fijo,19.29376778,-99.23173846,2010-07
6258310,09012622111000116001000000U3,CLINICA ESPECIALIDADES MEDICAS,CLINICA ESPECIALIDADES MEDICAS DEL SUR SC,622111,Hospitales generales del sector privado,51 a 100 personas,CALLE,EL BORDO,CALZADA,ACOXPA,OTRO(ESPECIFIQUE),AREA VERDE,RETORNO,1 DE ACOXPA,20.0,,,,,,COLONIA,VILLA LAZARO CARDENAS,,,,14370.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,045A,26,5559655284.0,CONTABILIDAD@HOSPITALTLALPAN.COM,WWW.HOSPITALTLALPAN.COM,Fijo,19.29916342,-99.14297817,2010-07
8680972,09012621115000071000000000U2,CLINICA EXPERTIA MED,TRATAMIENTOS INTEGRALES EM SA DE CV,621115,Clínicas de consultorios médicos del sector privado,0 a 5 personas,EJE VIAL,2 ORIENTE AVENIDA CANAL DE MIRAMONTES,CALLE,AVENIDA EL FAROL,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,ANDADOR,1,3742.0,,,,,,UNIDAD HABITACIONAL,U H NARCISO MENDOZA VILLA COAPA,,,,14390.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,765,33,,FARMACIA@EXPERTIAMED.COM,WWW.EXPERTIAMED.COM,Fijo,19.2875589,-99.12587495,2019-11
7594264,09012621111004711000000000U8,CLINICA MEDIKAR,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,MEXICO,AVENIDA,MEXICO,CALLE,TECTIPAC,CALLE,RIVERO,,SN,,,,,PUEBLO,MAGDALENA PETLACALCO,,,,14480.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1602,12,5522725028.0,,,Fijo,19.23266236,-99.17933878,2019-11
856386,09012622311000041000000000U9,CLINICA MIGUEL HIDALGO,,621115,Clínicas de consultorios médicos del sector privado,0 a 5 personas,CALLE,JOSE MARIA MORELOS,CALLE,VALENTIN GAMA Y CRUZ,CALLE,JALISCO,CALLE,GUANAJUATO,294.0,,,,0.0,MZ 39 LT294,COLONIA,MIGUEL HIDALGO 1 SECCION,,,,14260.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,905,2,5556656912.0,,,Fijo,19.2845723,-99.18903556,2010-07
