id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,sector,tipo_establecimiento,distancia_vecino_mas_cercano_m,es_aislado
647692,09007621112000252001000000U5,CENTRO DE SALUD DE GDF SAN JOSE ACULCO,SECRETARIA DE SALUD DEL GDF ,621112,Consultorios de medicina general del sector público,6 a 10 personas,EJE VIAL,4 ORIENTE RIO CHURUBUSCO,CALLE,NINGUNO,EJE VIAL,6 SUR (TRABAJADORAS SOCIALES),CIRCUITO,INTERIOR (AVENIDA RIO CHURUBUSCO),100.0,,,,,,COLONIA,SAN JOSE ACULCO,,,,9410.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,2460,29,5550879914.0,,,Fijo,19.37327307,-99.10111158,2010-07,Público,Consultorio general público,165.26671468603436,False
835356,09007621114000046000061107S7,CENTRO DE SALUD DOCTOR GUILLERMO ROMAN Y CARRILLO,GOBIERNO DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,101 a 250 personas,AVENIDA,ZACATLAN,AVENIDA,TLAHUAC,CALLE,CEMPASUCHIL,AVENIDA,PROVIDENCIA,,SN,,,,,COLONIA,LOS OLIVOS,,,,13210.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,2121,1,,,,Fijo,19.31293772,-99.06608331,2010-07,Público,Clínica pública,321.50219006881116,False
714069,09007622112000276010000000U3,CENTRO DE SALUD DR. RAFAEL CARRILLO,SERVICIOS DE SALUD PUBLICA DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,VICTORIA,CALLE,VICTORIA,CALLE,PORFIRIO DIAZ,CALLE,COMONFORT,32.0,,,,0.0,,BARRIO,SAN LUCAS,,,,9000.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,977,7,,C.S.RAFAELCARRILLO@HOTMAIL.COM,,Fijo,19.36040743,-99.09453035,2010-07,Público,Clínica pública,115.29122393985084,False
10217733,09007622112000312000000000U6,CENTRO DE SALUD FRANCISCO VILLA,SECRETARIA DE SALUD DE LA CIUDAD DE MEXICO ,622112,Hospitales generales del sector público,6 a 10 personas,CALLE,BACHIMBA,CALLE,AGUA PRIETA,CALLE,FELIPE ANGELES,CALLE,AGUA PRIETA,1.0,,,,0.0,,COLONIA,FRANCISCO VILLA,,,,9720.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,287A,11,,,,Fijo,19.33747563,-99.05879235,2024-11,Público,Hospital general público,86.80643658998329,False
9178255,09007711312000335000061107S5,CENTRO DE SALUD GABRIELA MISTRAL,GOBIERNO DE LA CIUDAD DE MEXICO ,622112,Hospitales generales del sector público,11 a 30 personas,CALLE,SUR 27,CALLE,8,CALLE,6,CALLE,SUR 27,,SN,,,,,COLONIA,LEYES DE REFORMA PRIMERA SECCION,,,,9310.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1000,23,,,,Fijo,19.35958618,-99.06899652,2019-11,Público,Hospital general público,236.67770982827645,False
770708,09007622112000021011061107S3,CENTRO DE SALUD SAN ANDRES XICOTENCATL,GOBIERNO DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,6 a 10 personas,CALLE,MARCOS LOPEZ JIMENEZ,CALLE,TEODORO HERNANDEZ,CALLE,TIRSO HERNANDEZ,CALLE,NINGUNO,0.0,SN,,,,,COLONIA,SANTA MARTHA ACATITLA NTE,,,,9140.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,623,28,,,,Fijo,19.37826307,-99.01494174,2010-07,Público,Clínica pública,141.02975736033306,False
821851,09007621112000114000000000U7,CENTRO DE SALUD SAN MIGUEL TEOTONGO,SECRETARIA DE SALUD DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,31 a 50 personas,CALLE,CERRADA NARDOS,CALLE,LOMA,CALLE,GENARO VAZQUEZ,PEATONAL,CERRADA CAMINO REAL,0.0,SN,,,0.0,,COLONIA,SAN MIGUEL TEOTONGO SECCION LA CRUZ,,,,9630.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,294A,1,,,,Fijo,19.34267076,-98.98981673,2010-07,Público,Clínica pública,123.40675665815888,False
10613626,09007621116000123000000000U9,CENTRO DE SALUD T 1 CAMPESTRE POTRERO,SALUD ,621116,Clínicas de consultorios médicos del sector público,11 a 30 personas,CALLE,VIOLETA,CALLE,VIOLETA,CALLE,VIOLETA,CERRADA,NINGUNO,0.0,SN,,,,,COLONIA,CAMPESTRE POTRERO,,,,9637.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,426A,36,5568561111.0,,,Fijo,19.33126789,-98.97821385,2024-11,Público,Clínica pública,34.82411321769308,False
650231,09007621114000015001000000U2,CENTRO DE SALUD T 3 DR FRANCISCO JAVIER BALMIS,SERVICIOS DE SALUD PUBLICA DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,INDEPENDENCIA,CALLE,ANGELES,EJE VIAL,6 SUR (PLAYA PIE DE LA CUESTA),CALLE,CERRADA DE LOS ANGELES,64.0,,,,,,COLONIA,ZACAHUITZCO,,,,9440.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,483,24,5550381700.0,PGONZALEZ@SERSALUD.CDMX.GOB.MX,,Fijo,19.3765438,-99.13437199,2010-07,Público,Clínica pública,711.6821256060001,True
6758127,09007621116000032000000000U2,CENTRO DE SALUD T I HONORATO LEAL,CENTRO DE SALUD T I HONORATO LEAL ,621116,Clínicas de consultorios médicos del sector público,6 a 10 personas,CALLE,HONORATO LEAL,CALLE,FRANCISCO QUINTANILLA,CALLE,BENITO MIRANDA,CALLE,CASIMIRO CHOVEL,0.0,SN,,,,,COLONIA,COLONIA LAS PEÑAS,,,,9750.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,4039,9,,,,Fijo,19.3343648,-99.05270402,2016-10,Público,Clínica pública,253.1388552349729,False
840298,09007621112000175000000000U8,CENTRO DE SALUD T I I I QUETZALCOATL,GOBIERNO DE LA CIUDAD DE MEXICO PLAZA DE LA CONSTITUCION MEXICO DELEGACION CUAHUTEMOC ,621116,Clínicas de consultorios médicos del sector público,101 a 250 personas,CALLE,VILLA BUENA DE ALAVA,CALLE,VILLA FEDERAL,CALLE,VILLA ELOISA,CALLE,MANUEL CAÑAS (VILLA BRAZ),0.0,SN,,,0.0,SN,COLONIA,DESARROLLO URBANO QUETZALCOATL,,,,9700.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,3295,20,,,,Fijo,19.32758957,-99.04515761,2010-07,Público,Clínica pública,40.111469383132025,False
761858,09007621112000165000000000U9,CENTRO DE SALUD T III CHINAMPAC DE JUAREZ,SECRETARIA DE SALUD ,621116,Clínicas de consultorios médicos del sector público,101 a 250 personas,CALLE,CADENA AZUL,AVENIDA,TELECOMUNICACIONES,EJE VIAL,5 SUR (AVENIDA MARCELINO BUENDIA),EJE VIAL,5 SUR (AVENIDA MARCELINO BUENDIA),0.0,SN,,,,,COLONIA,CHINAMPAC DE JUAREZ,,,,9225.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,5484,45,,,,Fijo,19.37599703,-99.05349651,2010-07,Público,Clínica pública,150.23941735581693,False
828763,09007622112000095011000000U7,CENTRO DE SALUD T. 3 SAN ANDRES TOMATLAN,CENTRO DE SALUD ,621116,Clínicas de consultorios médicos del sector público,101 a 250 personas,AVENIDA,TLAHUAC,PASAJE,BANDERA,CALLE,HERMANOS WRIGHT,CALLE,GABRIEL FARENHEIT,0.0,SN,,,,SN,BARRIO,SAN ANDRES TOMATLAN,,,,9070.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1852,22,,,,Fijo,19.32778994,-99.10354876,2010-07,Público,Clínica pública,79.49384987647062,False
837950,09007621112000041000061107S2,CENTRO DE SALUD T1 LAS PENAS,GOBIERNO DE LA CIUDAD DE MEXICO ,621112,Consultorios de medicina general del sector público,11 a 30 personas,CALLE,ANDALUCIA IGNACIO MOLINA,AVENIDA,INSURGENTES,PROLONGACION,MORELOS,CALLE,VALENCIA,18.0,,,,,,COLONIA,ERA,,,,9720.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1655,22,,,,Fijo,19.3394261,-99.05224598,2010-07,Público,Consultorio general público,132.55762458946532,False
720879,09007621112000213001000000U7,CENTRO DE SALUD T1 MARGARIRA MAZA DE JUAREZ,SECRETARIA DE SALUD DEL DISTRITO FEDERAL ,621112,Consultorios de medicina general del sector público,6 a 10 personas,CALLE,BELISARIO DOMINGUEZ,AVENIDA,JALISCO,CALLE,MIGUEL HIDALGO,CALLE,IGNACIO ALLENDE,0.0,SN,,,,,COLONIA,GUADALUPE DEL MORAL,,,,9300.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,568,4,,,,Fijo,19.36839607,-99.07338806,2014-12,Público,Consultorio general público,19.277051058845203,False
792086,09007622112000041011000000U1,CENTRO DE SALUD T1 RENOVACION,SERVICIOS DE SALUD PUBLICA DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,6 a 10 personas,CALLE,5,CALLE,AVENIDA 5 (CARLOS L. GARCIA),CALLE,6,CALLE,5,5.0,,,,,,COLONIA,RENOVACION,,,,9209.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,5662,5,,,,Fijo,19.36991786,-99.04745621,2010-07,Público,Clínica pública,125.54275722765972,False
800256,09007621112000102001063177S2,CENTRO DE SALUD T1 STA CRUZ MEYEHUALCO,IMSS BIENESTAR ,621116,Clínicas de consultorios médicos del sector público,11 a 30 personas,AVENIDA,6,CALLE,57,CALLE,55,AVENIDA,4,,SN,,,,,UNIDAD HABITACIONAL,SANTA CRUZ MEYEHUALCO,,,,9290.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1496,17,,,,Fijo,19.3465729,-99.0446231,2010-07,Público,Clínica pública,147.14792711207292,False
8254026,09007621112000292000000000U1,CENTRO DE SALUD T1 XALPA,SECRETARIA DE SALUD DE LA CIUDAD DE MEXICO ,621112,Consultorios de medicina general del sector público,6 a 10 personas,CALLE,ZIHUATANEJO,CALLE,CHILPANCINGO,AVENIDA,DE LAS MINAS,CALLE,TAXCO,0.0,SN,,,,,COLONIA,XALPA,,,,9640.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,3257,5,,,,Fijo,19.33205093,-99.01665587,2019-11,Público,Consultorio general público,220.8984061346194,False
10307116,09007621116000114000000000U8,CENTRO DE SALUD TENORIOS T2,SERVICIOS DE SALUD PUBLICA DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,31 a 50 personas,CALLE,SANTA CRUZ,CALLE,TONATIUM,CALLE,JAZMIN,CALLE,VEREDA 75,,SN,,,,,COLONIA,XALPA,,,,9680.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,3276,39,,,,Fijo,19.3321302,-99.0195261,2024-11,Público,Clínica pública,118.84616366966313,False
666064,09007621112000082001000000U6,CENTRO DE SALUD T-II EJIDOS LOS REYES,CENTRO DE SALUD T-II EJIDOS LOS REYES ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,TETEPANQUETZALZIN,CALLE,ILHUILCAMINA,CALLE,CUAUHTEMOC,CALLE,TLACATECUTLI,0.0,SN,,,,,COLONIA,AMPLIACION,,,,9849.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1388,18,,,,Fijo,19.34534237,-99.1013817,2010-07,Público,Clínica pública,216.7229792535072,False
9489416,09007621112000354000000000U9,CENTRO DE SALUD T-III DR MAXIMILIANO LUIS CASTAÑEDA,SERVICIOS DE SALUD PUBLICA DE LA CDMX ,621112,Consultorios de medicina general del sector público,31 a 50 personas,CALLE,5 DE MAYO,CALLE,UNION,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,PRIVADA,NINGUNO,0.0,SN,,,,,COLONIA,SANTA MARTHA ACATITLA,,,,9560.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1123,1,,,,Fijo,19.35967695,-99.00972944,2024-11,Público,Consultorio general público,355.0720844654434,False
824273,09007621212000011010000000U3,CENTRO DE SALUD T-III DR MAXIMILIANO RUIZ CASTAÑEDA,SERVICIOS DE SALUD PUBLICA DE LA CDMX ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,BENITO JUAREZ,CALLE,LOPEZ MATEOS,CALLE,BENITO JUAREZ,CALLE,BENITO JUAREZ,0.0,SN,,,,,PUEBLO,SANTA MARTHA ACATITLA,,,,9510.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,854,15,,,,Fijo,19.36285942,-99.00945169,2010-07,Público,Clínica pública,355.0720844654434,False
825472,09007621114000025000000000U1,CENTRO DE SALUD TIII SANTA MARIA AZTAHUACAN,SECRETARIA DE SALUD DE LA CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,101 a 250 personas,AVENIDA,HERMINIO CHAVARRIA,AVENIDA,20 DE NOVIEMBRE,CALLE,PLAN DE AYALA,CALLE,EMILIANO ZAPATA,0.0,SN,,,,,COLONIA,SANTA MARIA AZTAHUACAN,,,,9570.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1091,15,,,,Fijo,19.35600503,-99.03214924,2010-07,Público,Clínica pública,375.54869927462147,True
842424,09007621112000124000000000U6,CENTRO DE SALUD TIPO 3 BUENAVISTA,,621116,Clínicas de consultorios médicos del sector público,101 a 250 personas,AVENIDA,SAN MIGUEL,CERRADA,CUARTA SAN MIGUEL,CALLE,CALLE DE LA ROSA,CALLE,DALIAS,19.0,,,,0.0,,COLONIA,BUENAVISTA,,,,9700.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,3223,35,,,,Fijo,19.33187354,-99.03143007,2010-07,Público,Clínica pública,371.35537185027033,True
7793256,09007621115000091000000000U0,CENTRO INTEGRAL DE ATENCION PEDIATRICA,,621115,Clínicas de consultorios médicos del sector privado,0 a 5 personas,CALLE,ALLENDE,CALLE,CUAUHTEMOC,CALLE,PRIMAVERA,CALLEJON,MARIANO ESCOBEDO,51.0,,,,0.0,,BARRIO,SAN PEDRO,,,,9000.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,981,6,,CENTROINFANTILCIAP@HOTMAIL.COM,,Fijo,19.3630794,-99.08884076,2019-11,Privado,Clínica privada,14.445680254431876,False
728913,09007622112000244010000000U1,CENTRO SOCIAL 2 ERMITA ZARAGOZA,SERVICIO DE SALUD PUBLICA DEL DF ,621116,Clínicas de consultorios médicos del sector público,11 a 30 personas,CALLE,RETORNO CIUDADELA,ANDADOR,NAZARIO ARIAS,ANDADOR,MARIANO SANCHEZ ARREOLA,ANDADOR,MARIANO SANCHEZ ARREOLA,0.0,SN,,,,,UNIDAD HABITACIONAL,ERMITA ZARAGOZA,,,,9180.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,2507,30,,,,Fijo,19.36317777,-98.99982894,2014-12,Público,Clínica pública,209.56203476346695,False
831423,09007624212000031011000000U8,CENTRO SOCIAL LUPITA,ASOCIASION OBRA BEATO LUIS GUANELLA AC,621112,Consultorios de medicina general del sector público,0 a 5 personas,CALLE,2 DE ABRIL,CALLE,NOGALES,CALLE,JUAN MENDOZA,CALLE,5 DE MAYO,1.0,,,,0.0,MZ92,COLONIA,AMPLIACION EMILIANO ZAPATA,,,,9638.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,3153,24,,,,Fijo,19.34283229,-98.98237856,2010-07,Público,Consultorio general público,399.4555797671121,True
723847,09007611511000321010000000U3,CISDE CENTRO INTEGRAL DE SALUD DEPORTIVA,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,TLAHUAC,CALLE,INDEPENDENCIA,CALLE,JACOBO WATT,CALLE,MARCOS I BUREL,3636.0,,,,2.0,,PUEBLO,CULHUACAN,,,,9800.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1778,23,,CISDE@LIVE.COM,CISDE.COM.MX,Fijo,19.33610777,-99.10887525,2014-12,Privado,Consultorio general privado,150.5252996926769,False
8612238,09007621116000065000000000U2,CLINIA ESPECIALIZADA CONDESA IZTAPALAPA DOCTOR JAIME SEPULVEDA AMOR,SERVICIOS DE SALUD PUBLICA DEL DISTRITO FEDERAL ,621116,Clínicas de consultorios médicos del sector público,51 a 100 personas,CALLE,COMBATE DE CELAYA,CALLE,CAMPAÑA DEL EBANO,AVENIDA,GENARO ESTRADA,AVENIDA,DIAZ SOTO Y GAMA,0.0,SN,,,,,UNIDAD HABITACIONAL,VICENTE GUERRERO,,,,9200.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,472A,23,,CLINICAESPECIALIZADACONDESAIZT@OUTLOOK.ES,WWW.CONDESA.CDMX.GOB.MX,Fijo,19.35682615,-99.05151265,2019-11,Público,Clínica pública,264.27487534258483,False
711658,09007464111011861000000000U2,CLINICA AMOR,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PLAYA LORENA,CALLE,PORTO ALEGRE,EJE VIAL,6 SUR (PLAYA PIE DE LA CUESTA),CALLE,AMACUZAC,135.0,B,,,,,COLONIA,SAN ANDRES TETEPILCO,,,,9440.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,500,18,,,,Fijo,19.37594261,-99.12756477,2014-12,Privado,Consultorio general privado,455.3763183282902,True
827141,09007622111000092001000000U6,CLINICA CASA DE ANGELES,CLINICA CASA DE ANGELES SC,622111,Hospitales generales del sector privado,11 a 30 personas,CALLE,LEONA VICARIO,CALLE,FELIPE ANGELES,AVENIDA,MORELOS,CALLE,JUSTO SIERRA,1176.0,,,,0.0,,EJIDO,SANTA MARIA AZTAHUACAN,,,,9500.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1706,5,5556420225.0,,,Fijo,19.34872259,-99.02916081,2010-07,Privado,Hospital general privado,197.26354062159837,False
733327,09007621116000026000000000U4,CLINICA COMUNITARIA SANTA CATALINA,IMSS BIENESTAR CIUDAD DE MEXICO ,621116,Clínicas de consultorios médicos del sector público,101 a 250 personas,CALLE,SEGUNDA CALPUTITLA,CALLE,OAXACA,CALLE,NUEVO LEON,CALLE,SEGUNDA CALPUTITLA,0.0,SN,,,,,COLONIA,MIGUEL DE LA MADRID,,,,9698.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,5304,10,5515514904.0,SANTACATADF@HOTMAIL.COM,,Fijo,19.34234058,-99.00245075,2014-12,Público,Clínica pública,50.854973380535476,False
803238,09007621111006233000000000U1,CLINICA CONSTITUCION,,621115,Clínicas de consultorios médicos del sector privado,11 a 30 personas,CALLE,GENERAL FRANCISCO J MUGICA,CALLE,DOCTOR Y GENERAL JOSE MARIA RODRIGUEZ,CALLE,INGENIERO FELIX F. PALAVICINI,CALLE,RAMON ROSS,48.0,,,,0.0,,COLONIA,CONSTITUCION DE 1917,,,,9260.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1443,1,,,,Fijo,19.34953378,-99.06206592,2010-07,Privado,Clínica privada,42.11756360705347,False
